ID,Message Size,Sending Rate,RTT,Latency
587,4656051,304293295,132,19865
3749,5024940,408357269,241,15516
935,4161062,973909597,279,12580
656,1938348,749300740,109,7975
4755,3466673,498302464,104,12110
2647,5154836,390365179,55,24348
2841,4584761,1254723127,884,13654
2629,3213876,429166060,193,9656
2635,2433745,948251527,193,7211
4264,4685534,387757332,354,15904
868,5372952,558808983,279,16751
2169,3196168,115828536,169,9849
2093,2614789,503661002,55,11926
2605,2216254,243918363,66,10312
94,1780605,239996068,135,5565
4547,1723457,402535088,129,9991
1256,4443350,15021789,1029,30123
3229,3296903,232262490,56,14289
1257,1465334,33289731,397,8264
13,3174868,275173257,483,8943
936,905763,973909597,279,2586
1485,4982902,94969774,105,14549
1565,4533110,580819857,105,16065
3774,1921568,183487503,84,10020
2124,1642072,868178539,97,7455
825,4798826,511644815,279,14915
3805,4204606,102537956,116,12808
3311,4117796,337145435,68,21106
2256,4320570,441686388,169,12579
3482,4990892,474708503,241,15255
4303,2036488,635913364,354,6315
4644,2941435,746054033,343,9714
2568,2565661,1187667009,220,7713
4005,4371974,654107331,354,14041
463,2780499,344966944,309,8487
539,5997829,121118429,126,18115
2172,1728560,62125692,169,5684
3474,5507767,534174996,241,15745
3874,1059184,685030778,116,3571
1010,2581256,388346456,279,7569
2286,5142235,780106606,169,18517
3343,1932277,252776481,70,9776
2628,5091097,132992435,193,20182
1030,3376195,633283729,279,10366
1047,2931423,429040043,279,8703
4098,3457078,859488863,354,11001
1719,1118964,511448732,86,5502
4432,4534361,351908201,354,15160
1128,1890661,601636151,279,5780
4253,2286520,276874832,354,8096
4066,2923779,821342981,354,9203
108,567855,365764987,146,1980
4334,2025892,728330368,354,7583
2485,4332688,573747050,85,21337
2442,1541791,7092635024,79,8383
2895,5472027,181313072,67,25303
617,698009,445726021,121,2993
2278,5702494,567953950,169,21727
2734,4666858,72417013,884,13259
786,5586542,401650663,279,17200
2320,3441886,1358992210,169,10212
1612,974715,448969322,105,4613
3313,4199491,255853770,66,21353
4090,5941251,423490189,354,19046
4783,4843573,1097523796,104,15552
2620,4703172,98892838,193,13526
2548,3289171,143414546,220,10574
3955,3132988,164827147,354,26995
688,5281394,387717565,124,18103
4122,3308694,704153846,354,9528
3270,4318428,227710286,72,28223
1231,3350992,130493756,159,18376
5079,2192889,403685499,86,7190
3386,881907,48506962,241,2557
1218,2014598,91550250,103,13970
2745,2526172,141791411,884,12325
1920,5684281,258997621,58,28880
3717,5111837,393401669,241,16371
430,3582103,377116548,119,14614
222,1223713,654720590,66,3862
1333,5353291,997966709,126,21638
3814,1373144,126928138,116,4364
5075,2932825,822423738,86,9289
785,1480200,401650663,279,4675
949,3479710,405761328,279,10784
5005,2643648,486150706,115,8419
2594,1203356,1182397865,220,3607
411,1605695,438367892,496,5127
305,3247376,49879534,496,10195
560,2182852,645122853,118,8635
4258,1968617,1129071275,354,6721
896,1111799,682370498,279,3310
82,1769053,538746483,134,5795
1626,1212473,1022129436,105,3962
4927,546596,895596649,349,1666
3173,1470988,142473896,61,7718
3925,796590,24942773,354,2922
5048,4752721,156044559,86,15108
5084,5011068,376561378,86,16258
2342,716067,786481983,169,1993
4634,2025203,674855388,343,6614
4580,4337778,271777953,322,20404
4011,2740733,358671245,354,10589
496,2595745,334304238,157,8266
3884,5712922,393538062,116,20229
3929,699580,24942773,354,2671
2013,767564,903518373,561,2507
3785,3374274,121164067,116,10800
4657,4112435,525172973,343,13471
35,5622833,61766881,208,16641
1168,3813648,393045225,97,14116
4287,1016214,784368995,354,4014
2646,3261271,191811623,88,17292
2649,3046982,446367138,47,12927
3960,1660356,798800844,354,9505
694,3458736,3260745530,126,15469
1535,1510340,430993300,105,4608
4575,5280975,316854352,322,18542
1884,3915690,615183692,52,16629
770,1277536,439634353,279,4007
1875,3073087,466590581,50,12892
4939,3328656,170498273,349,10998
1165,723264,188575298,96,3220
4809,3120850,435935040,104,10103
3314,1895242,740533151,67,10459
5132,5956000,299583911,61,32250
4954,4033658,157804568,115,12918
2171,5006705,127809463,169,20189
765,5153073,416297403,279,15929
4283,2521053,398490791,354,8241
2377,4154681,496541909,89,20740
2308,2498422,475425645,169,7380
3425,3318614,490284259,241,10503
27,1898349,61766881,208,5821
181,2293609,355976729,80,7518
2396,5911123,613420077,117,30151
30,3672400,61766881,208,11247
3105,1423148,764006910,85,7661
4663,1796647,525172973,343,5685
1549,2635475,741550245,105,8220
393,5873065,905335089,496,18311
2860,3306176,233562503,345,10678
3808,1614207,102537956,116,5484
1538,2157453,430993300,105,6169
142,1242624,551969986,111,4100
1273,3125706,445672248,103,15011
4876,1379121,334181576,121,6704
175,3006685,501318761,99,9232
79,5484406,362402047,208,17437
3686,1060285,520844881,241,3724
3226,5791740,483785078,116,16711
957,3591480,452300788,279,10864
4248,2471104,262409655,354,9353
3028,4699016,142241557,115,13306
3527,1415229,507435003,241,4219
2673,4881236,327756769,85,25665
2472,4482144,419912790,1984,13779
5039,4012386,16488549618,63,23822
5074,1892863,822423738,86,6018
2084,5588879,225771831,86,24050
3647,3509282,521401087,241,12597
1941,3978310,97629584,561,15247
1962,4592947,512083322,561,13614
1932,3442756,48957803,561,11966
4195,3164575,388919667,354,11190
3594,5103353,1016358839,241,16502
3079,2862942,1093978385,115,9089
3025,5868470,99673894,115,20321
161,4543026,503751314,116,14521
772,4233317,1035007738,279,12554
3743,3739139,408357269,241,11790
2813,1621371,218360155,884,4951
1299,2990628,457197936,195,11278
4374,3802613,302020781,354,12796
3998,3226896,392515403,354,10064
1443,2757505,64399909,105,8829
310,5091387,43900866,496,14491
1335,2041937,258555879,91,9210
3350,4321200,325228146,65,19237
462,2228221,389870134,309,6914
117,4346741,588856217,100,14535
4416,3801858,481448264,354,12018
695,4697337,924418228,216,18455
3694,4157319,1027541206,241,14645
4573,860571,362511332,322,4372
3335,2543346,234400692,70,11512
940,3406078,977745508,279,10418
1803,1542152,594104606,91,7792
1917,3527565,198889347,81,17057
1602,2991675,835414115,105,31288
1418,1602628,322802871,69,7728
3843,1579863,275285836,116,4796
1603,5782962,76396310,105,25094
4151,3866121,710027873,354,12651
1129,5270391,764805856,279,19377
4183,1942352,380862777,354,7461
3534,1960861,456719657,241,6120
5089,5536807,224156688,86,18244
4777,4712268,353253833,104,18516
3111,5708856,188966214,145,17866
1881,1857996,574260574,52,9096
1751,5296346,123002329,323,17000
2882,1434192,633641361,58,7597
1691,2514759,496748523,105,8920
3016,2975047,414357562,56,13430
3395,1827037,48506962,241,6048
3247,4252464,591617747,71,22038
3560,2893671,456458676,241,9396
1044,4608654,505202136,279,13860
1141,2987388,410090281,279,16377
2537,3508044,120030711,220,10988
4052,3456008,362457786,354,11168
4407,2074765,305431916,354,6824
1948,3993798,214566455,561,11492
4683,5663469,1527272727,343,21299
4353,1579738,674305665,354,5183
2263,1616544,626227418,169,5869
1342,5833477,207379080,105,23246
3879,5984048,781927498,116,21120
4338,5976904,375705739,354,22614
1191,2100875,484924755,110,9614
2347,5854536,846385065,169,18411
5018,1135435,167345287,270,5429
987,579955,219116546,279,1686
1737,780835,498139520,78,3184
1282,1749645,993140818,274,31485
994,5632959,623491282,279,17691
4120,2868004,831572161,354,8705
666,1043318,389960423,117,4545
3437,2336272,954776194,241,6773
2436,3885818,7645730416,84,20286
3833,4241597,554334873,116,13467
2949,2807488,893044822,802,8210
1288,4974147,171910461,192,22055
3695,4069062,138522158,241,13058
563,524597,291416430,118,1707
4810,1246537,435935040,104,3961
1171,3989714,348006874,108,19278
388,2131400,905335089,496,6365
1660,2048096,479833378,105,6521
4659,1100635,525172973,343,3752
5113,802252,515837320,71,2483
5193,2900288,233059991,85,12717
1822,633503,86660415,146,2125
3641,2461917,521401087,241,7874
456,647419,392039880,309,2203
1741,1868612,263175154,63,9782
3986,3999146,690585469,354,14055
4333,5126860,413861554,354,18054
3024,4899905,314877786,67,14892
2054,3183400,78730540,131,10811
1308,1481393,330517953,90,8612
3108,1058432,212346017,71,5755
4601,2186929,33161185,343,7479
1235,3728479,231432567,106,17016
63,5697098,269759120,208,18991
911,5075391,616084606,279,16061
1542,4914960,800071283,105,22430
2272,853970,456338989,169,2629
2123,930480,1247725440,57,3031
5036,4575625,220708446,68,27103
1126,1983527,601636151,279,6178
1494,1513189,94969774,105,4399
3165,3583728,218354781,64,16424
616,3200221,532326671,114,13851
1378,626976,405035405,108,1864
3282,5913858,114797350,368,18561
3293,1452680,681634790,368,7013
1910,3157502,448951048,118,9269
3601,1141312,841459578,241,3977
4134,2327979,602492569,354,8088
1858,4604194,834570697,146,13995
1608,5645510,306611078,105,39368
2559,3446995,158248995,220,14032
4997,832167,398565655,115,2832
852,748145,714397837,279,2581
2322,4138611,1358992210,169,11456
5117,3267558,515837320,71,10153
1103,1833787,787422450,279,5643
1890,4213960,227130263,52,18553
3524,3247220,563614939,241,10023
2609,2327217,230101840,72,10172
4526,4971400,136944063,108,15880
1536,1295906,430993300,105,3819
4506,5362891,17480584,198,33408
4784,3792789,485166120,104,11687
1414,3532726,1047191986,87,14296
4276,5591636,637574030,354,21075
4902,4250194,207081020,349,15174
3372,4960582,48163726,241,14896
2048,5657452,192064955,61,24183
3174,5145491,418721496,67,22649
49,4128722,238455222,208,13419
396,5196745,905335089,496,15817
3494,1753438,931935483,241,5297
4509,2851905,793028575,57,17163
4103,2934324,859488863,354,8902
4447,2141678,366935773,70,10813
4088,5630778,657264620,354,19086
356,1726062,223312362,496,4956
878,4763899,1169130502,279,15839
2181,2927320,166792911,169,9276
3007,3347127,250618797,54,13108
4963,4179864,186547828,115,13644
943,2459156,581106244,279,11164
2535,3812129,108778815,220,11937
4222,3000736,295520958,354,10087
1735,4604442,424413548,90,23637
1730,660751,250958409,63,3532
2914,1399417,260470260,97,7818
165,4916141,568511735,88,15498
2730,3557050,48848385,884,10581
2777,5379189,354410726,884,16730
2291,3470124,584817813,169,10177
3952,4528403,76037234,354,22095
4170,2973199,406164301,354,9202
3756,2805256,597110394,70,13915
4173,5302533,406164301,354,17475
5155,4678152,569357495,150,14783
1778,5603036,324757220,323,17363
4625,4062822,953795355,343,13046
1974,5325355,482772476,561,18075
287,5802870,322723504,142,28121
3044,3568528,191103784,115,10718
3436,5493423,954776194,241,16785
4430,5047299,399024898,354,17605
4712,5002621,20352287,104,20347
931,1739993,570498367,279,5211
4456,560778,92371905,102,3730
4835,2026048,430922693,104,7103
1315,2147021,764224638,79,11001
1174,2511864,538713398,82,11403
1389,1083707,45124414,184,6695
4799,1560023,258124138,104,7246
2737,1011449,132259629,884,2899
1919,4402420,391281578,54,19072
4358,5558648,773068745,354,19141
3203,3308262,436335810,54,17085
1909,2128383,562609542,118,8254
480,1914455,247252747,157,5699
3700,3925143,507039887,241,17084
4423,3289515,409716608,354,10900
1221,1039728,273811212,87,5316
3098,2324623,3297017650,70,12416
3352,2562769,491289767,86,12181
4175,2934593,406164301,354,9265
469,5830523,876575520,309,17376
1545,3661836,290279402,105,15975
4411,4020484,481448264,354,12580
1281,3526401,15087170,92,35268
5058,4789675,156044559,86,15921
904,4011831,658194624,279,12425
4808,739535,673684210,104,2352
1377,3419143,405035405,108,10662
244,1092537,463887995,120,3547
4929,3605540,895596649,349,12126
1590,1476915,700937124,105,4867
47,3112244,205708330,208,10251
1702,2330452,815912698,105,7080
855,4306866,806596923,279,13934
3317,1997235,189553061,77,10202
3726,2924428,126392650,241,9698
3886,3286733,173746938,184,19034
3060,5886679,637632922,115,17854
3965,1062668,400961962,354,3156
4347,1354166,674305665,354,4171
1664,3891422,860036437,105,17246
3752,2224939,162333254,90,12461
4605,4993060,44214914,343,29877
3936,2620982,24942773,354,9675
2932,1115605,69211662,802,4127
2255,3364408,926454459,169,10229
3083,3284636,1093978385,115,10364
3094,2677628,560611646,98,13181
321,1603490,845022478,496,4639
5021,4589456,96536312,66,23283
2351,3669817,846385065,169,12643
2419,1560776,542003894,98,9832
4753,5687838,530241349,104,23519
3493,537978,931935483,241,1267
2998,1870569,455803778,64,8044
1427,4732995,64717335,105,14751
1213,2153444,168198134,115,11211
4331,2328524,632591327,354,8721
1672,3598664,523449220,105,11173
4538,909948,1001961511,108,3177
3555,732695,870616030,241,2373
5012,4903306,149512009,66,22838
1483,1113479,94969774,105,3427
2461,3382854,131868432,1984,13371
350,3234201,1601146654,496,9690
1361,2309311,156068859,108,7326
3112,3913396,208512567,145,15011
1519,1023169,458214276,105,2773
2982,533189,164619183,54,2213
377,3941128,498530586,496,12232
461,5688530,389870134,309,17224
2325,2796654,1139267461,169,8329
4516,3049360,282005322,64,16548
4885,4388075,103540510,349,14034
3811,3894216,126928138,116,12094
4033,5934711,963036115,354,19234
2345,3386810,604603272,169,10277
609,3548241,502677820,109,14756
2668,1838554,245894104,255,5505
268,3712661,489004259,127,15014
2944,3285824,647273118,802,9543
1615,3588004,714816817,105,17590
2464,5092947,293348929,1984,19234
3227,5218571,1305762711,116,16100
3431,2485460,502945600,241,7606
3168,5621988,333118101,62,25738
1748,5618720,111471923,323,18500
1813,5279153,470432296,78,25598
2178,4162016,111195274,169,13250
1676,1778189,654235660,105,5775
1654,2104328,479833378,105,6467
1439,3372152,64399909,105,10755
4262,1175330,345328871,354,4174
2972,1516493,430390306,55,5428
980,2955827,434692632,279,8877
2807,5629731,502872062,884,17069
3011,928191,454961575,50,4745
5139,4404692,245120290,69,23103
5059,5193358,156044559,86,15995
833,2941542,894860451,279,9116
2365,731213,529444751,169,2654
236,1130234,492114493,119,3539
1527,5767189,846866528,105,17334
256,3954295,613235706,95,12440
2284,2589752,780106606,169,7211
1121,3216599,702958579,279,10029
1440,3725303,64399909,105,10891
4116,2328967,609501185,354,7511
3278,3418385,210602025,88,16487
2993,4449563,6330119777,58,20819
4610,5657753,276745241,343,18325
5110,5069962,101587142,71,16790
1942,4313556,131166982,561,12258
5114,4916450,515837320,71,16184
4520,5803889,111716189,108,18875
1245,644524,858319995,82,3132
2200,3942067,494535968,169,12261
1138,1638580,463135116,279,5636
3646,1795315,521401087,241,5815
76,3314791,362402047,208,10678
1175,5235729,422602629,74,24762
3486,569960,567304860,241,2036
3956,2022687,278022275,354,10559
