id,message_size,actual rtt,rtt,min_rtt,rttvar,cwnd,delivery_rate
3022,1750000,92311,6520,70,6303,1133070,18721987
3472,1860000,168669,3698,70,2997,865842,19449923
9981,3490000,360474,3869,71,3368,1076944,21077509
11594,3890000,865032,6225,78,6376,1486430,14619953
2216,1550000,222056,9925,11,7344,1905744,10874900
2396,1590000,130765,6674,11,7326,973758,24334154
3799,1940000,104019,3940,70,3292,982812,19458987
373,1090000,68842,3758,11,4354,232904,32385821
4305,2070000,113292,3840,70,3166,1124898,21049707
1018,1250000,94459,6590,11,7773,776948,13788234
4460,2110000,110897,6081,76,5536,541156,21579436
5812,2450000,2081025,35926,81,30747,3804727,1993708
3640,1910000,102313,3994,70,3195,959070,20042129
7779,2940000,259482,3442,85,2808,997434,18422947
6143,2530000,130406,3991,56,4674,318813,31549006
8219,3050000,554084,3608,77,3328,750459,15450768
2849,1710000,121800,5553,70,6467,1123791,2814378
6398,2590000,176367,3370,56,3935,262638,3326303
9248,3310000,434098,9134,131,13597,635876,17295769
9649,3410000,363405,6395,71,5390,1621284,10510247
754,1180000,85454,3077,11,2626,759651,21644581
3496,1870000,137964,3738,70,3321,1010238,21262152
10817,3700000,362061,5010,101,4823,561262,13655432
4019,2000000,108344,3117,70,2140,1049802,21811252
8054,3010000,164518,3365,77,2621,918032,21624979
9725,3430000,441102,6549,71,5645,1415086,14192489
4932,2230000,116401,3757,76,4174,475632,24303201
4702,2170000,118022,6301,76,7442,492908,9413290
8638,3150000,545724,6440,77,5700,1294208,16747072
9213,3300000,179787,4036,131,3355,981604,22398793
9868,3460000,223384,4532,71,4597,1145525,19210433
8226,3050000,272305,3429,77,2491,959444,20637852
102,1020000,32858,1369,139,809,529618,41982719
6219,2550000,297440,4411,56,4635,1101942,15154587
2484,1620000,112734,5675,11,6349,525204,13046584
6473,2610000,211858,6757,56,9295,1128912,14793238
7431,2850000,215587,6555,97,6464,1254556,16767492
1778,1440000,75741,5172,11,5974,463538,18075982
3316,1820000,119192,3507,70,3108,929206,19356582
3454,1860000,101008,3615,70,4100,416488,27080394
10473,3610000,445537,5535,129,6229,259949,3136566
8244,3060000,486016,4602,77,3843,1322719,13893350
3778,1940000,138793,5713,70,5338,1237698,10216089
6499,2620000,129800,3040,56,2631,916290,21532313
10733,3680000,238713,3424,101,3198,973497,22232928
11079,3760000,231816,4115,101,3779,1113069,19189126
1663,1410000,166067,4121,11,3980,1138110,20060084
4262,2060000,431897,13859,70,9998,1792902,10833180
2501,1620000,120697,4726,11,3727,1213550,14565793
7247,2810000,181559,4053,56,3859,1062408,20590758
8764,3190000,212075,4266,77,3856,1275750,20078648
10368,3590000,433738,6956,129,7491,1393449,11664482
10482,3620000,663536,8926,129,8832,1876604,10438979
10926,3730000,625096,4947,101,4088,1316118,16469969
655,1160000,103455,2991,11,2238,820152,23524140
9785,3440000,264389,5020,71,5099,1152644,17248645
8153,3030000,540012,13588,77,12087,1409081,9699542
596,1140000,78353,8745,11,13386,496101,10705341
8452,3110000,209531,18215,77,28264,1110677,1523228
10244,3560000,217847,4398,129,4103,1228888,19281641
10787,3690000,199935,3943,101,2957,971200,19615373
9626,3400000,302044,3811,71,3185,959106,17925193
3488,1870000,505037,8375,70,7083,561488,4063849
9371,3340000,491676,4957,71,4074,1249968,15508819
1091,1270000,61288,3364,11,2711,888198,25519419
2790,1690000,144747,5724,99,5556,1443040,12935290
3702,1920000,341646,21656,70,30619,441386,9331285
10987,3740000,628480,5537,101,4602,1441809,13741487
11984,3990000,231270,8591,78,9939,571310,19661440
6077,2510000,237046,4173,56,4462,849288,14749725
9596,3390000,315009,3599,71,2909,1095402,18318058
10477,3610000,196883,4061,129,4380,450423,23937834
4092,2020000,107658,4974,70,4740,939790,19286573
2186,1540000,101056,7358,11,7002,1375188,10362124
11770,3940000,621752,6338,78,6427,1508399,13974024
9043,3260000,268192,5220,131,5670,1066496,16339321
4163,2040000,301067,10482,70,8645,1731980,12819497
10024,3500000,258257,4154,71,3774,1084762,17919557
3526,1880000,176652,3420,70,3439,837464,20312434
4276,2060000,110080,5846,70,5339,1305144,17851037
1977,1490000,74941,3520,11,3659,595780,21873875
10550,3630000,637004,5520,129,3771,826569,9335807
3630,1900000,138504,3005,70,3325,348422,4363340
11735,3930000,252129,4367,78,4746,751514,26558969
7841,2960000,317767,5806,77,5231,1422600,13008457
8502,3120000,198525,4981,77,4367,1311534,15853992
4225,2050000,411457,6083,70,4844,1344024,16322903
3302,1820000,121200,3191,70,3399,539508,31150700
91,1020000,20181,1193,139,552,570160,56186001
5924,2480000,193791,6450,56,6937,1216922,20029077
1132,1280000,64288,3512,11,3118,909396,22273774
9412,3350000,205266,4324,71,3260,1304828,15327079
11180,3790000,227901,4380,101,4270,1071708,20338763
2949,1730000,92474,3236,70,2958,1061619,4251840
3096,1770000,171023,4035,70,4607,267879,32611765
11520,3880000,215531,3906,78,3460,1046911,20558506
6591,2640000,139750,5462,56,5956,975926,19944786
9297,3320000,307624,5556,71,5115,1173236,12596105
10981,3740000,684409,10998,101,15182,557390,1614852
1097,1270000,146728,4527,11,3775,1212196,14525663
5797,2440000,525450,15686,81,13731,2979243,5664248
4487,2120000,167996,5939,76,6394,559696,13748439
10002,3500000,190397,4632,71,4332,1111980,17889633
8627,3150000,282301,3958,77,3370,1193966,20293605
5567,2390000,146718,3738,81,3139,1071194,20583836
6504,2620000,215448,7229,56,10472,898318,25367966
5964,2490000,144184,4493,56,5020,374504,28091994
2320,1580000,82824,3251,11,2506,940620,20506859
4797,2190000,115752,3114,76,3133,828134,19745947
6162,2540000,143574,2812,56,3039,378068,29283368
10099,3520000,629606,10177,71,9331,1251595,14119745
10994,3740000,540150,5272,101,4575,1297672,15468820
5637,2400000,557606,14116,81,14905,1872140,8770643
8904,3220000,184432,5600,142,5963,257134,36220616
1841,1460000,100450,4661,11,5526,199308,32140352
11369,3840000,414758,5114,78,4388,1316772,17197669
860,1210000,79951,3454,11,2429,1067800,18140891
8385,3090000,225109,11047,77,14752,1123568,2630595
8372,3090000,173651,4272,77,3332,942598,19398452
4979,2240000,119226,3229,81,3227,868874,17493940
3218,1800000,116830,4447,70,4628,1042020,18778074
446,1110000,54576,6870,11,9249,928370,19087866
4692,2170000,115312,3825,76,3670,919674,18021003
5930,2480000,170301,3909,56,3850,929646,20858471
6516,2620000,128787,3770,56,3141,923592,22244632
8345,3080000,423566,5627,77,5183,1294263,14116895
8762,3190000,194476,4339,77,4204,1139362,19241557
10013,3500000,462651,11407,71,10947,1873112,9114059
11440,3860000,246778,4392,78,4582,601280,17304099
8751,3180000,503443,6611,77,6985,1479120,12173748
7204,2800000,198587,5421,56,5202,1286180,14531129
1141,1280000,257235,4477,11,3652,1060554,12608041
6096,2520000,149721,3673,56,3403,1022198,17252951
2618,1650000,86584,4461,11,4185,997498,12233786
6843,2710000,206708,3319,56,2560,1022352,21173829
2880,1720000,145679,5409,70,5186,1287554,12905276
5807,2450000,543738,15659,81,14893,3680606,4861740
5195,2290000,272882,4726,81,4895,476956,9505114
11265,3810000,505367,5807,101,4778,1515988,13917142
3943,1980000,106545,3678,70,3030,1075642,20813637
11392,3840000,230505,6751,78,5760,1200586,18054554
969,1240000,60479,2873,11,2335,809702,21540347
2505,1620000,350313,10160,11,6560,1674756,10770605
11687,3920000,541193,12129,78,10967,1787092,10947958
8710,3170000,289252,7760,77,7571,1144176,9666915
2255,1560000,82196,3642,11,3209,1012272,19875352
835,1200000,115426,11081,11,11443,1300148,429503
3921,1980000,180618,5737,70,5258,1353158,13875894
5521,2380000,415317,25015,81,30491,1391497,1277112
8820,3200000,173957,5047,77,5566,1127444,12678532
2886,1720000,135523,4874,70,4105,1110550,20733928
6113,2520000,163517,3355,56,3720,788884,22153670
3752,1930000,152187,4658,70,3683,1177180,11203554
4421,2100000,155501,5437,76,5341,1288224,14791067
7161,2790000,346845,5223,56,4624,1267686,16668924
7696,2920000,352338,3998,85,3653,1014930,19418730
9081,3270000,240251,3110,131,3421,376304,15734469
10447,3610000,536764,11048,129,10300,1471935,2363668
11400,3850000,249254,4017,78,3571,970514,17351381
5283,2320000,632072,13064,81,14698,1950755,9536259
7359,2830000,191829,14208,56,20244,1417094,4247717
1252,1310000,96465,4180,11,4195,974744,2051631
4774,2190000,116161,3551,76,3796,860788,19857837
5369,2340000,186396,4757,81,4212,1007596,16700651
7787,2940000,241069,3441,85,3759,463296,20322287
9495,3370000,204760,4163,71,3830,1244968,14332352
1447,1360000,84849,6337,11,5840,1140176,15486238
1849,1460000,74359,4546,11,5414,898756,22738057
11207,3800000,230550,4167,101,3641,1044498,20343130
1525,1380000,120738,6835,11,6574,967742,17956750
9347,3330000,309429,10381,71,8590,1418269,2026258
5559,2380000,129218,3396,81,2480,935242,21841927
1917,1470000,98809,9892,11,6770,999240,5252115
1850,1460000,144881,3495,11,3955,410844,27040211
509,1120000,167247,8562,11,7984,1691317,9046342
3058,1760000,362627,10903,70,11725,1679570,8091242
2882,1720000,299599,8084,70,7478,1800034,12203370
3441,1860000,105277,3152,70,3294,526070,23858285
4079,2010000,129437,4097,70,3858,1227338,20588981
1981,1490000,410527,7177,11,7527,1516462,13051032
4837,2200000,606199,8528,76,4185,1865902,4026093
5619,2400000,146685,4973,81,4764,1199570,22574600
6530,2630000,174466,4423,56,2733,1213784,16243024
8788,3190000,172039,7109,77,7569,1203324,20648314
9677,3410000,239916,3270,71,2690,996908,22426856
10814,3700000,207452,5208,101,5700,1014904,20752832
11461,3860000,283180,4159,78,3740,1124974,19974698
6790,2690000,340581,4396,56,2812,1210672,14909772
4871,2210000,589905,4485,76,5000,557450,12420353
3885,1970000,281967,10520,70,9289,648016,8853289
4406,2100000,154525,3909,76,3824,1055472,20806329
9124,3280000,422428,4870,131,5530,473098,17411684
10181,3540000,230741,3766,145,3979,976712,19779693
1388,1340000,91805,5425,11,5116,1298962,13363757
6840,2710000,140679,5113,56,5507,983522,18892927
10323,3580000,230928,4528,129,4676,1138086,19303828
10467,3610000,500229,6989,129,7202,1390531,14834878
10656,3660000,221960,5649,129,4640,1254186,16317158
10715,3670000,831621,11687,101,7996,1694946,6738351
11469,3860000,988891,6148,78,5325,1550077,14179768
691,1170000,56698,3828,11,3733,938634,24010650
6690,2670000,179455,3090,56,3073,901932,22631138
8544,3130000,198107,4050,77,3635,1071910,19035344
4777,2190000,191229,3332,76,3688,581126,30749191
10436,3600000,246619,3735,129,3753,828584,19228911
1754,1430000,98371,5843,11,6057,1276084,16095716
4822,2200000,118709,3070,76,3333,395376,20236925
2220,1550000,82302,3315,11,3388,479060,27054861
6075,2510000,176153,3320,56,3593,377810,29756761
11505,3870000,230974,4249,78,4106,1050063,18872949
8610,3150000,168060,4631,77,4212,1066450,20343704
8476,3110000,428511,5864,77,5243,1328610,14498062
7559,2880000,192396,3705,97,3682,778952,19822660
10522,3630000,564240,5186,129,5598,881301,13579738
9317,3320000,550147,4602,71,4253,1429794,9932046
2478,1610000,84307,3983,11,3214,1231790,24447443
5919,2470000,152087,4356,56,4190,1312948,18310869
11024,3750000,232343,3664,101,3337,905165,20148464
146,1030000,17108,567,57,302,265420,93341616
9267,3310000,191196,4275,80,3711,1076670,20144399
1543,1380000,77976,11249,11,14560,1109863,1793118
7930,2980000,195838,4308,77,3658,1251812,16930987
10304,3570000,303045,5926,129,6217,1347808,14905109
9553,3380000,655182,7181,71,7247,1882558,9305434
11066,3760000,208560,5934,101,6388,937833,15051857
11453,3860000,254693,4348,78,4175,1165162,15617361
2590,1640000,86677,3939,11,3672,1109054,20438835
15,1000000,17055,1016,211,413,542599,69924117
7302,2820000,147417,4061,56,4011,1044916,19566059
12022,4000000,598278,5597,78,5357,1079204,10536546
6029,2500000,123908,6885,56,9352,452528,26249958
892,1220000,82042,4306,11,3261,1132934,12251183
5592,2390000,193225,3613,81,3083,1015982,21224122
2536,1630000,299428,6589,11,5523,1736050,15576094
8664,3160000,556907,11695,77,11001,2012290,9668518
9869,3460000,186321,3537,71,2882,942021,20723445
3089,1770000,94554,5377,70,6143,204659,4252406
10575,3640000,236404,3279,129,3223,463624,24386823
3830,1950000,159844,4968,70,4387,1303022,13261168
783,1190000,58148,3100,11,2356,753604,25012682
2950,1730000,90935,3973,70,3811,1021168,19006485
3321,1830000,166592,3012,70,3477,367008,13886839
1131,1280000,62682,3254,11,2596,868956,24288303
1263,1310000,123720,4235,11,3410,1334788,16716539
3936,1980000,327306,14597,70,11161,2032462,3807496
4734,2180000,357088,14459,76,17357,196608,12718353
8567,3140000,195591,4361,77,3948,1048134,18877941
9987,3490000,231094,3899,71,3444,1078400,20354323
3005,1750000,93443,4717,70,4500,1255902,18759431
10190,3540000,291233,6406,129,6979,1289731,14227643
11424,3850000,836927,17044,78,17969,938357,3442952
387,1090000,52656,2613,11,2697,199308,59252506
9625,3400000,183288,3695,71,2987,919294,15849250
11606,3900000,315918,4416,78,3918,1265779,20513998
10438,3600000,739056,5397,129,4980,1210050,14935390
1485,1370000,91929,7148,11,7011,1464818,13481917
10,1000000,18056,997,211,530,411112,82759121
3724,1930000,103580,3643,70,3028,1022434,20771323
1595,1390000,320822,6977,11,7006,1318452,13243309
8155,3030000,187012,3601,77,3143,870494,16122398
8692,3170000,266645,6050,77,5697,1194736,19832766
8718,3170000,385781,6199,77,7056,1113791,13135234
991,1240000,60251,3082,11,2644,775324,22470240
11064,3760000,234738,5775,101,4499,1276020,14397223
604,1150000,59103,4496,11,5415,881574,24706762
4088,2020000,290100,13055,70,10903,2028564,8021693
3388,1840000,96609,3362,70,3069,756150,21280472
401,1100000,70479,3822,11,4210,499422,24356266
10780,3690000,204510,4348,101,4493,1029994,18943741
4542,2130000,120210,5389,76,6187,378059,15412881
10651,3660000,244488,4317,129,4778,496048,19155083
2026,1500000,86931,3116,11,2452,867700,22396236
11921,3980000,234596,4266,78,4246,697176,23488157
3363,1840000,181761,3127,70,3350,468564,20698837
1205,1300000,66390,5243,11,5914,1030874,21306786
1183,1290000,68414,4811,11,4883,1109642,16172811
1426,1350000,100675,5418,11,5539,1190090,12442765
165,1040000,20550,785,13,301,273154,77703234
2982,1740000,125859,5889,70,5883,1523776,13829324
3175,1790000,96716,3985,70,4523,283424,24744230
3442,1860000,133766,3424,70,3871,418436,17881709
4929,2230000,357528,17027,76,14139,633290,4167611
2769,1690000,105597,5024,99,4527,1121480,22039744
6611,2650000,142512,4554,56,4704,621144,20322545
6292,2570000,155978,2827,56,2839,380072,24161484
8165,3040000,199575,3418,77,2952,951882,20041103
4453,2110000,193694,4364,76,4402,1132302,18363395
11255,3810000,236420,5484,101,4699,1349937,19440192
7224,2800000,189919,6521,56,6130,1247980,15340753
11661,3910000,495962,9918,78,9181,1915952,10670225
2733,1680000,274610,6321,99,6448,520388,9767464
5679,2410000,505606,6175,81,4606,1348986,15671136
266,1060000,154696,9878,11,9958,578538,8035224
4756,2180000,285354,5127,76,5304,1380790,11131345
5284,2320000,399575,18432,81,18946,1905552,9268957
8484,3120000,510723,5476,77,5461,1045470,13105454
8797,3190000,341663,4272,77,3812,901794,19974188
7476,2860000,442579,6183,97,6831,1493200,3874079
9767,3440000,825089,4723,71,4004,728545,14437243
6370,2590000,145877,3844,56,4345,199308,5464978
7593,2890000,176152,3984,97,4478,621061,21044160
9197,3290000,215379,3496,131,3530,916524,18470569
9446,3360000,345789,4884,71,4578,814218,13852813
341,1080000,67631,5064,11,5570,642346,17677923
7374,2840000,206187,4148,56,3646,1038568,21322578
4933,2230000,138682,3304,76,3656,531024,23874646
8378,3090000,387882,5638,77,5791,1390758,13732009
6161,2540000,124386,3607,56,4028,491646,31698794
3521,1880000,122390,4223,70,4504,550154,24934068
508,1120000,299028,4256,11,4190,937512,11559983
3223,1800000,152548,4060,70,4241,809710,24404557
3147,1780000,165966,4312,70,5017,305453,27533645
5574,2390000,394707,18044,81,17200,814995,9740813
7027,2750000,174003,4193,56,4212,1188240,21450833
7196,2790000,283175,5142,56,4943,1367300,15459397
5233,2300000,144782,3363,81,2993,928670,18968081
157,1030000,25714,884,57,560,267640,67809147
3944,1980000,111448,3463,70,2687,881778,16954980
7420,2850000,265836,6190,97,6422,1516306,15256349
248,1060000,91867,6854,11,7085,949904,13540730
10345,3580000,196744,3651,129,3861,379897,14042813
11261,3810000,239818,7411,101,7169,1275337,17529984
11357,3830000,586464,15062,78,12492,2417462,4610629
4311,2070000,406395,15423,70,10146,1051127,10413101
5488,2370000,364705,6255,81,5181,1552560,11360701
11361,3840000,264028,4455,78,5178,199308,20756999
6484,2620000,318688,3746,56,3013,894328,20854761
8450,3110000,390458,6272,77,6617,1554382,13925273
10229,3550000,234123,5219,129,4885,1077333,17913660
312,1070000,100743,18370,11,20383,1198076,417932
12023,4000000,259168,7305,78,8194,662580,2196059
6451,2610000,191469,2739,56,3018,332468,13146523
6883,2720000,250406,7158,56,7423,1175216,13537753
1517,1370000,88332,4544,11,4965,1023949,3445140
10258,3560000,220144,9119,129,11405,1697482,6136041
3153,1780000,179998,3996,70,4613,272303,38939598
5953,2480000,147088,4681,56,5606,1015891,3881128
11759,3930000,225201,10402,78,9376,1439867,16316607
10783,3690000,654128,4538,101,4448,832458,17538555
1583,1390000,89914,4045,11,3943,968570,21808908
3907,1970000,168769,4245,70,5615,491682,12739356
5349,2330000,432315,14081,81,17070,978871,9782628
6973,2740000,137238,3494,56,2992,1025544,19984187
7124,2780000,178679,5214,56,3884,1313608,17424470
5169,2290000,152044,3586,81,2895,920100,21141245
6034,2500000,169958,3311,56,3675,358470,17311800
480,1120000,113473,3148,11,3472,537620,35184813
3915,1970000,108256,4756,70,4289,1084368,20279521
8901,3220000,892698,14962,142,12692,2318304,6484731
10595,3640000,238153,3588,129,4039,440639,28135935
4578,2140000,112393,4444,76,4359,1098558,18933034
7399,2840000,154250,4839,56,4684,1451702,17965143
2295,1570000,210905,4799,11,4269,1584178,12001491
6310,2570000,140901,2974,56,3225,435038,20981690
10631,3650000,278239,3515,129,3152,909110,21699677
10183,3540000,298050,6244,129,6742,1230941,14455325
94,1020000,24424,1186,139,828,722758,36291806
8661,3160000,238103,5588,77,6808,1064595,2870694
9749,3430000,192685,5061,71,4838,1078128,19872509
10265,3560000,217611,5244,129,5112,1062168,19359733
7391,2840000,184133,4226,56,3903,1100622,20624470
10548,3630000,320795,4378,129,4776,830067,20661236
7202,2800000,159573,6870,56,7327,1160958,19481497
617,1150000,215017,6634,11,7675,788233,16706635
11613,3900000,367494,5826,78,7296,511431,14176473
2078,1510000,78436,3109,11,3378,372344,18533878
4497,2120000,182981,3250,76,3584,550572,28341606
1914,1470000,128077,6796,11,7754,1073868,16775929
10962,3740000,416421,7079,101,6215,1222773,16545430
1012,1250000,111775,3162,11,2768,995750,22317600
3867,1960000,103551,3445,70,2638,910646,16837053
1463,1360000,99364,5247,11,5097,1370980,13626471
2855,1710000,154812,10113,70,10936,1092234,20691329
1408,1350000,329765,5697,11,5066,1572874,14691920
218,1050000,69114,12632,11,15535,308092,2683326
3879,1960000,105453,4631,70,4297,977078,19175136
8063,3010000,233192,3736,77,3001,977286,20013043
1134,1280000,87729,4935,11,4801,1270396,18955967
2253,1560000,101240,4136,11,3409,960386,18041918
2552,1630000,270762,14937,11,22254,1710817,1644192
9350,3330000,227459,5914,71,5448,1089238,19905512
10663,3660000,222484,3433,101,3645,367111,4768354
4093,2020000,108924,4217,70,3830,1132608,20916505
4265,2060000,130200,3976,70,3614,1033830,17392684
8406,3100000,201753,3888,77,2969,931038,22554089
3949,1980000,272553,16414,70,18557,1462302,4743163
5043,2260000,423261,6402,81,6364,1535292,12749711
6532,2630000,234380,4319,56,3892,1116080,15109602
6992,2740000,215680,3883,56,3295,973256,16551434
2027,1500000,79813,3440,11,3654,688088,27315362
9928,3480000,223520,3899,71,3431,1035271,17186455
10137,3530000,221595,4469,71,3867,860578,7492146
10483,3620000,225773,5752,129,6659,199308,54930911
4611,2150000,112508,3538,76,3848,363844,37939038
7157,2780000,147281,3810,56,3512,1035064,20382229
7213,2800000,198027,5572,56,4755,1302442,16804821
11951,3980000,772307,16438,78,20137,860632,9147846
11071,3760000,229572,6028,101,5152,1363673,17864410
876,1210000,292800,7174,11,4462,1644872,17157181
9697,3420000,208346,3938,71,3258,1038176,19871245
3177,1790000,98280,4224,70,4204,795720,16483971
2657,1660000,288556,10323,11,11947,1110033,11032060
8499,3120000,316585,5314,77,4115,1405864,16079622
10295,3570000,235759,4255,129,4141,1307555,20625390
10556,3630000,289506,5660,129,5241,1171738,9376629
11285,3820000,245334,3028,78,3424,199308,13963439
11528,3880000,740954,6163,78,6702,1182919,17638908
1698,1420000,73596,3613,11,4173,425942,16552268
3557,1880000,268941,26885,70,27158,2105741,7169476
7316,2820000,157305,6415,56,6059,1152200,20685391
142,1030000,16879,547,57,208,246822,87970806
5223,2300000,121233,3697,81,3790,892310,18649546
2647,1660000,106993,5125,11,4931,1203678,19650709
8245,3060000,505647,5910,77,5363,1069911,18884455
5497,2370000,213878,3486,81,2754,966262,22126595
2826,1700000,131833,10870,70,10244,1753768,11819900
5207,2300000,649599,8641,81,8797,2193396,9601434
7469,2860000,172632,4525,97,4660,1133684,18633094
7488,2870000,151489,4187,97,4209,1113794,10733364
9217,3300000,447946,5175,131,4497,1128258,13018854
5671,2410000,128350,4448,81,3879,1077928,18334047
11194,3790000,206661,4268,101,3840,950506,22703912
8313,3070000,171167,4913,77,4340,1065312,20984983
4989,2240000,138553,3890,81,2882,915854,19527836
9141,3280000,195090,4502,131,3776,983850,18425099
3369,1840000,184292,8375,70,10200,1245546,15335130
4794,2190000,187897,15832,76,18206,1323960,7957174
6739,2680000,212164,4267,56,4022,1250862,16093665
6201,2550000,143995,3396,56,2748,1018064,17304427
8790,3190000,283291,6025,77,5811,1314488,14629252
9360,3340000,223243,3200,71,3358,465108,22084029
9753,3430000,525712,5513,71,4409,1324220,15092268
971,1240000,107424,3371,11,3233,802774,21668115
11314,3820000,301027,4401,78,4314,1173453,21018519
6290,2570000,127591,3415,56,3906,196608,27674683
8366,3090000,237587,4255,77,3785,1164994,20181679
11436,3850000,608446,7737,78,8852,563051,10391134
9707,3420000,284545,3862,71,3463,1070712,20045901
11013,3750000,306464,3361,101,3083,960411,20600753
1411,1350000,145545,5968,11,4814,1016741,15195219
5485,2370000,131789,4907,81,4668,1154388,21708526
6878,2710000,186836,4928,56,4828,1107934,15719064
8896,3220000,227657,13425,142,10250,1930128,13337398
735,1180000,57942,3216,11,2700,942421,23885387
8828,3200000,174413,4152,77,3763,1095846,20817898
10020,3500000,700082,9301,71,10943,1865705,4585477
10973,3740000,301470,5849,101,5681,554223,11204972
3850,1960000,146257,3629,70,2756,1048144,21629432
5523,2380000,198002,8207,81,6762,1125636,11596800
3376,1840000,166793,3601,70,3025,1050950,20406011
3426,1850000,118046,3262,70,3385,854546,16901505
4903,2220000,189105,3100,76,3033,940894,22365402
2118,1520000,201833,7111,11,6592,1792902,11732419
2499,1620000,162751,3189,11,2550,911326,22966818
6025,2500000,148744,4643,56,5326,363474,17064770
7766,2940000,181980,4189,85,4879,196608,43853286
9670,3410000,295467,3988,71,3461,1038260,17022807
10609,3650000,238432,3674,129,3340,933772,11762549
3517,1870000,207937,6416,70,6816,324410,4352418
5631,2400000,125877,4276,81,3826,993610,17950147
6259,2560000,282337,3237,56,3746,267416,9887572
10850,3710000,288845,4373,101,3395,1296440,16426302
693,1170000,55666,2844,11,2132,867652,18061266
11067,3760000,316048,3797,101,3113,1009609,16447376
3678,1910000,336844,11405,70,13455,1549813,590129
1502,1370000,339432,5354,11,4936,1399132,16849646
74,1010000,17778,719,144,477,351724,67583753
3813,1950000,139987,3862,70,2981,1015216,21509002
5125,2280000,157716,3420,81,2710,963960,21424173
6068,2510000,147308,5354,56,6641,663414,19031419
9661,3410000,221091,3570,71,2861,947484,17614116
3430,1850000,100436,3465,70,3880,457364,24067743
4015,2000000,108285,5519,70,4601,1219484,17534812
6309,2570000,133232,6164,56,7031,1006342,17727600
4433,2100000,400349,6065,76,5823,1453044,15364546
5766,2440000,117631,4907,81,4919,954560,21894213
11942,3980000,220567,3634,78,3773,552340,17576056
9844,3460000,229181,9154,71,7450,1572670,10318177
10858,3710000,386358,4648,101,4939,1359857,12919749
6361,2590000,161803,4002,56,4506,347930,14985603
8410,3100000,356047,5732,77,4608,1221044,18043700
9974,3490000,271722,5221,71,4371,1107815,16893677
1960,1490000,77692,3377,11,3853,345482,20392501
1871,1460000,110083,6830,11,7868,199308,28441836
3650,1910000,243844,15549,70,13760,2028643,3741046
4012,2000000,334661,15382,70,15931,1870569,5189816
6099,2520000,341851,5089,56,4876,231400,10764749
6767,2690000,143058,4594,56,4218,985591,16553908
1740,1430000,129544,9941,11,8555,1408727,12317924
4518,2120000,111473,5602,76,5435,1082642,17925268
5087,2270000,434316,9926,81,11210,1583134,10818262
4280,2070000,205833,3723,70,3264,1096024,20923508
5262,2310000,433018,24096,81,28812,2135072,7179807
10284,3570000,625702,12155,129,17460,1215530,2047287
118,1020000,24635,558,65,394,196608,155473375
592,1140000,70137,4337,11,3204,1306162,12417570
4128,2030000,107810,6014,70,6796,887198,21432797
5616,2400000,386309,21429,81,24943,1937682,11522211
1886,1470000,79304,4393,11,4634,863420,26806280
5056,2260000,140081,3899,81,3879,985234,23155788
6166,2540000,200879,3190,56,3257,730936,23949029
6568,2640000,174816,5901,56,6134,1232334,15479420
7421,2850000,297144,6217,97,6491,1466860,12818019
9959,3480000,310562,3682,71,3224,955181,19385980
10316,3570000,243791,3600,129,3672,886276,19987562
10778,3690000,663850,8812,101,8880,1964297,4869069
10894,3720000,413252,4969,101,3817,1200087,21851899
6892,2720000,316353,5386,56,4904,1419272,14967205
11541,3880000,319647,5892,78,5619,1567663,13114710
1507,1370000,83358,9029,11,9217,952691,20496517
11881,3970000,647797,10917,78,11340,218593,22691897
11950,3980000,806695,4752,78,4786,1172293,15576469
1299,1320000,82329,6193,11,4823,1431910,16830462
1479,1360000,121842,3675,11,3420,1041444,22686843
11100,3770000,244750,4060,101,3593,1066176,18472482
3423,1850000,416221,9152,70,9296,1444211,10143406
8970,3240000,249858,4119,142,4665,852782,21798246
3192,1790000,94413,3897,70,4254,451254,29773983
10208,3550000,212499,4235,129,4036,1159359,20528079
10444,3610000,301995,3385,129,3734,350643,10109859
11418,3850000,376268,15058,78,19546,1348389,1447721
2577,1640000,120089,5217,11,6069,1120963,3377975
11155,3780000,211157,5842,101,5386,1024366,17659671
2387,1590000,83000,3359,11,3049,873502,20846201
9136,3280000,247465,3483,131,3726,376954,10831638
10207,3550000,198276,12821,129,16569,1166484,2077591
7000,2750000,187134,4190,56,4101,1179208,20615332
9245,3310000,177595,5757,131,6394,900452,21056445
7490,2870000,213758,4018,97,4538,358556,36416547
9522,3380000,558736,6862,71,6848,1287123,11320611
9688,3420000,546223,8911,71,6425,1997316,12116791
5023,2250000,139058,3864,81,3497,1182296,21285968
10549,3630000,281182,5472,129,7165,617400,26995058
5647,2410000,658316,9684,81,9964,1972444,5254890
6036,2500000,175434,4080,56,4364,424494,16802347
8089,3020000,199589,3259,77,3205,910658,22995953
8865,3210000,214393,5859,77,5575,1310930,16832053
7999,2990000,166492,5581,77,5513,1052954,20991322
6731,2680000,190310,4573,56,3600,1182178,11546292
9400,3350000,310740,3464,71,2697,1007192,20601252
4586,2140000,115700,5548,76,5697,1117806,18660060
9736,3430000,242165,3458,71,2752,950044,19584228
7331,2830000,276079,5692,56,5655,1329700,14978935
9894,3470000,445040,19392,71,30840,1616636,1537891
2716,1670000,151063,6775,99,7511,1638998,10977749
5675,2410000,128878,4038,81,3310,1030520,20588211
1186,1290000,64693,3406,11,2778,870264,25227736
1541,1380000,93619,5662,11,5383,1441076,16305000
