id,message_size,actual rtt,rtt,min_rtt,rttvar,cwnd,delivery_rate
4290,2070000,109907,5212,70,5488,963474,20288336
6112,2520000,122599,5058,56,6861,756458,21849938
6633,2650000,170617,3404,56,2655,999884,19984160
1478,1360000,67984,3596,11,3409,1045074,22067019
1999,1490000,231688,11405,11,12536,1576972,5701963
1733,1430000,74407,3879,11,4316,572922,23735564
859,1210000,64805,2978,11,2522,907744,22279953
9441,3360000,549345,5286,71,4532,1085500,10824376
9462,3360000,528112,5369,71,4963,1382146,13842484
10218,3550000,320824,4137,129,3972,1143467,21619795
7047,2760000,145766,4178,56,3659,987008,19647945
11997,3990000,256597,10189,78,12434,1547455,10468821
7601,2900000,210121,4334,97,4665,889368,18225628
9843,3460000,596479,15719,71,18853,1729750,4679632
10566,3640000,277068,8722,129,8569,815004,14545964
7702,2920000,211564,4551,85,3552,749538,15362560
8442,3110000,349871,6078,77,5911,1531106,15782652
6497,2620000,133718,3533,56,3146,1020850,24079655
9386,3340000,532408,5285,71,4283,1443534,13967702
7899,2970000,242027,3148,77,2925,898262,29422825
9591,3390000,603371,13094,71,10475,2192058,4404310
4385,2090000,142995,6279,76,6274,1678248,12468146
8649,3160000,205141,4496,77,4125,1064426,18365267
343,1080000,233852,4897,11,4421,980102,11010629
2610,1650000,199832,4885,11,3628,1257756,18888413
7354,2830000,158990,4602,56,4465,1083002,19535821
10106,3520000,615568,18960,71,22677,1930967,9341477
4241,2060000,111241,5242,70,4890,827448,18473683
60,1010000,23160,859,144,540,309557,58307918
4749,2180000,131284,3600,76,3471,878170,18600742
4258,2060000,150315,5022,70,5995,986027,2728757
1672,1410000,70779,4700,11,4996,257358,30952064
4077,2010000,145662,17742,70,20141,1503434,8490531
8647,3160000,215805,11533,77,10498,2084560,5167849
8564,3140000,335570,4680,77,4732,759722,15290541
8308,3070000,165413,3410,77,2557,945566,22069276
11141,3780000,253616,3995,101,3585,1095220,19771221
8907,3220000,180657,3858,142,4324,323988,39832165
11792,3940000,236359,4248,78,4702,422347,44404460
9466,3360000,219996,3647,71,3002,913530,19220181
4603,2150000,255308,5425,76,6104,691056,18656826
7349,2830000,284499,5968,56,6349,1412192,12609125
6927,2730000,209862,4368,56,3879,1201568,20940379
4685,2170000,193907,5468,76,6394,396046,24014805
10471,3610000,237171,3775,129,3673,1152587,11887551
1396,1340000,65070,3586,11,3066,904334,22022477
2328,1580000,355262,6575,11,5581,1504082,12678543
3149,1780000,112624,4627,70,5459,196608,17723280
2546,1630000,110723,5326,11,6621,1085083,2966326
11429,3850000,739075,5313,78,5158,1383872,12573098
2627,1650000,181625,8450,11,7414,1893776,15821317
5288,2320000,143739,3676,81,2876,1045876,22041375
930,1230000,110870,3060,11,2247,933558,23190293
4451,2110000,146812,4400,76,4257,1065830,18919277
5662,2410000,134655,5609,81,5719,1070474,19029953
546,1130000,73417,3516,11,3215,711248,20122730
5795,2440000,866648,42874,81,44603,3670705,1690318
1435,1350000,66475,5458,11,5231,1071144,22708899
2185,1540000,294139,7113,11,6524,1150236,15515223
3800,1950000,104276,3538,70,2940,982496,20951821
4714,2170000,136409,3956,76,4449,421066,22524430
6517,2620000,161450,3242,56,2329,951666,22098992
7480,2870000,189021,3670,97,4228,199308,45687765
1439,1350000,64975,3163,11,2713,914484,20598366
7798,2940000,318647,4779,85,3984,1365560,12866254
8786,3190000,195366,5111,77,4807,1182470,19943744
5411,2350000,202900,3958,81,3841,1022570,18851956
7249,2810000,194792,5316,56,6507,1045179,3116777
1705,1420000,170511,5678,11,5262,1404628,4739013
10557,3630000,751873,6755,129,5470,1557069,7752828
7635,2900000,364459,4422,94,5063,447316,16205613
11764,3940000,457661,9749,78,10111,1413830,15551598
2257,1560000,118257,2978,11,2796,919590,24896470
5901,2470000,159420,9121,56,9043,1379093,18494183
4483,2120000,114621,4360,76,4402,1081096,18944146
2263,1560000,214785,5275,11,4962,720622,17766693
4860,2210000,539919,5490,76,4633,1333524,14997238
7297,2820000,361808,5166,56,5141,1275286,15128115
9005,3250000,557759,5160,142,5610,199308,16097125
7472,2860000,152335,4566,97,4629,1125990,19569373
2392,1590000,302955,8792,11,10964,589103,1799903
3269,1810000,396626,8643,70,9166,422418,13727398
7307,2820000,153490,6744,56,6562,1053528,18259189
380,1090000,53842,3669,11,3551,584692,22431939
1700,1420000,97315,4432,11,5141,499616,21622933
498,1120000,55051,4729,11,6157,405596,28480481
6727,2680000,137712,4064,56,3820,1023506,20965142
7852,2960000,173443,4066,77,4499,566430,24850833
3942,1980000,140185,3467,70,2729,960236,21217251
11746,3930000,233155,11955,78,11689,1408946,13757608
3869,1960000,167406,5385,70,4477,1083376,15691787
1675,1410000,72075,4120,11,4741,291488,31043668
5997,2490000,170450,5210,56,5537,1077042,17741186
582,1140000,72742,3031,11,2761,591102,6598464
4752,2180000,153969,3575,76,3957,507976,22332013
6408,2600000,152883,3330,56,3374,374500,10156048
8196,3040000,278126,8905,77,11305,1555909,16089856
8737,3180000,326289,10782,77,9983,1006280,15737824
683,1170000,80854,4559,11,4952,709424,21401878
3349,1830000,178544,3491,70,3675,819358,19855820
196,1040000,79129,19238,13,24491,1219118,6740048
3768,1940000,381858,13669,70,13850,941919,5899116
5105,2270000,186212,3767,81,2797,1239310,15266986
1159,1280000,101845,8005,11,7494,1382772,16798044
4010,2000000,181955,5442,70,4754,1221508,15497965
1458,1360000,65478,3276,11,3023,1050022,23104821
7877,2960000,364926,4306,77,4526,557826,25252281
10537,3630000,559859,8229,129,11493,560326,17526304
10889,3720000,205680,4250,101,3389,1034118,20234735
5996,2490000,223629,4531,56,4226,1002206,21275867
11026,3750000,263177,3940,101,3480,1091536,17340039
10855,3710000,201417,3783,101,4490,342108,13570020
11725,3930000,562637,15458,78,19966,2120268,1644878
8386,3090000,442699,5517,77,5252,1448978,15671233
8548,3130000,359348,5942,77,4299,771738,12513165
4486,2120000,185924,4177,76,3785,1251698,20703365
4569,2140000,223152,5995,76,6803,996956,18697604
4481,2120000,129599,6097,76,5468,1340482,19681029
3712,1920000,180048,3503,70,2744,1045892,22056998
8167,3040000,253285,3924,77,3552,1094850,21239954
5969,2490000,136820,3050,56,3473,398272,23160090
8725,3180000,239706,4150,77,3995,1086540,18325636
9447,3360000,622796,6252,71,6583,1282094,11175794
4024,2000000,385341,11548,70,11987,2076866,12833047
1212,1300000,124887,3301,11,2806,926050,21997089
7321,2830000,244985,4142,56,4024,1173148,20035540
9276,3310000,177539,2954,71,3181,199308,4349978
9907,3470000,271148,5301,71,4355,1411793,16528178
10050,3510000,227137,6491,71,5138,1278852,18899338
550,1130000,227598,4528,11,4674,986042,19559829
115,1020000,16518,1262,139,1101,196608,98132487
1219,1300000,120003,6196,11,4298,1171944,14552544
5775,2440000,122148,5937,81,5308,1212000,17884093
11410,3850000,890591,8795,78,8175,2015886,8324516
8473,3110000,255012,3716,77,3056,1074888,20666710
3276,1810000,98613,3777,70,4044,517396,29399019
11001,3750000,575130,6293,101,5272,1726090,13326784
997,1240000,252887,5960,11,5746,1219590,18606617
2107,1520000,81852,3420,11,3065,1034712,24501192
10655,3660000,625011,8391,129,9833,199308,19319048
1454,1360000,67033,5030,11,5159,1036622,22879531
10793,3690000,301587,4623,101,4574,906734,18889966
593,1140000,80376,3498,11,3166,531718,23137340
10754,3680000,197906,3408,101,2385,1142366,22331766
9692,3420000,262858,3504,71,2806,1004710,21263033
11695,3920000,234601,5087,78,4744,1139294,20299645
5938,2480000,136810,4321,56,4364,1100706,20915763
8851,3210000,208477,4288,77,4315,1095322,20767471
8895,3220000,613030,16077,142,11746,1843265,10343329
10081,3520000,235291,4556,71,4281,1161337,18661187
10878,3710000,402830,5310,101,4619,1416762,14343743
9663,3410000,321452,3451,71,2482,967712,20314349
10339,3580000,412371,4052,129,4663,436132,36977760
4877,2210000,119530,3464,76,3668,199308,26871978
1524,1380000,282980,7315,11,6772,1270738,17073387
4286,2070000,298794,18587,70,22639,2235222,4154259
8234,3050000,248416,3366,77,2592,865962,20832224
10403,3600000,854506,5473,129,5937,608452,5037893
2625,1650000,137088,5806,11,5866,1349160,13807883
3978,1990000,126895,3634,70,2852,923712,18821475
4096,2020000,163310,3842,70,3138,956648,16993714
4279,2060000,106863,3901,70,3508,1019368,21217378
11633,3900000,395849,6130,78,6111,1402860,10975200
8996,3240000,636939,7504,142,9049,768404,21673604
5918,2470000,128671,4642,56,4524,1092406,22927373
11730,3930000,339153,4361,78,4429,1042048,19154924
6853,2710000,191088,4823,56,4564,1082774,17493293
2372,1590000,131923,3184,11,2633,1091668,21300180
11044,3760000,228844,4071,101,3271,1110299,20910871
2866,1710000,223749,6927,70,6210,1657648,11953800
9013,3250000,214289,11377,142,15979,327656,44206651
1374,1340000,268032,6037,11,5498,1216678,16418942
1362,1340000,97424,3495,11,3280,878824,19674172
7578,2890000,224783,3956,97,4524,287934,37855604
5618,2400000,191590,11523,81,13744,957518,21669439
9966,3490000,264980,4086,71,3735,1101556,17827268
10977,3740000,203120,6030,101,7677,1077227,4708605
5101,2270000,139260,3237,81,3426,535132,35479674
2404,1600000,142297,3373,11,2860,950994,19335205
2531,1630000,202183,4839,11,4158,1281758,12480445
9643,3410000,569428,11483,71,12151,1848828,11661436
10693,3670000,283628,3194,101,2987,971702,21794031
1184,1290000,83755,3573,11,2861,1077786,19583225
6681,2670000,139920,5850,56,7758,862064,20945142
1467,1360000,138142,8603,11,9542,1218557,7639266
792,1190000,301511,6503,11,8240,196608,42639674
5007,2250000,754179,5990,81,6212,1065874,12764663
8613,3150000,403977,8272,77,8145,1489728,12592614
7155,2780000,146935,4098,56,3522,1158202,21291262
9275,3310000,219010,3965,71,3219,1061880,19652186
10145,3530000,235108,4208,71,3705,1018371,19667487
5903,2470000,173406,13843,56,22224,1254735,1684712
366,1090000,135578,5574,11,6565,196608,41833456
11280,3820000,340462,3770,101,3137,1027669,18847967
7153,2780000,154760,6147,56,5756,1189260,15242031
6509,2620000,184857,3019,56,2440,835876,17713672
4743,2180000,160594,5351,76,7239,415778,17564927
2575,1640000,87115,4252,11,4205,1045124,19861001
5200,2300000,141645,4294,81,3549,985362,22140549
11723,3930000,312819,3391,78,3388,982979,22989879
721,1180000,72422,4379,11,4134,1126280,14498929
11084,3770000,593457,11919,101,11852,1669959,9849898
7759,2930000,156757,4398,85,4887,804278,19617551
2650,1660000,125536,3666,11,3137,968888,19739785
9951,3480000,246007,3819,71,2946,952991,21501742
8716,3170000,171364,3029,77,3186,1107363,4355208
7191,2790000,147858,5143,56,5265,1120252,21342076
2173,1540000,83440,3946,11,3390,945368,21638951
7737,2930000,288716,4163,85,4075,681944,20212724
5545,2380000,122688,5302,81,4872,1054104,21080088
6763,2690000,145745,4617,56,3962,1015370,19472649
7445,2860000,153929,4253,97,4578,1046148,18399172
4309,2070000,459787,7399,70,6724,1892886,11078772
7658,2910000,206447,5055,85,4780,1157760,11947563
7544,2880000,285446,4763,97,5460,516308,17450737
3598,1890000,407965,7640,70,8261,1705326,12367378
4765,2190000,115785,3660,76,4172,534950,26576515
4789,2190000,202165,3541,76,3905,578272,24375014
7011,2750000,229702,3437,56,2875,987820,21650138
7670,2910000,345012,4238,85,5212,564338,30761147
10213,3550000,341125,14156,129,14239,1667811,11778517
10578,3640000,573252,11021,129,15717,314686,21885113
11481,3870000,296142,4046,78,3408,1137517,19163837
38,1000000,30495,3365,211,1858,863792,1984159
1122,1280000,91193,13923,11,16884,1422457,12172839
8860,3210000,248899,4845,77,5241,1248752,15928089
10422,3600000,234735,3879,129,3703,887788,13642069
795,1190000,83538,4528,11,3953,1143022,17121390
11228,3800000,229612,3937,101,3380,1069785,14781927
6229,2550000,281689,3879,56,4011,603556,22358547
803,1200000,61627,2799,11,3021,482314,27513651
1550,1380000,101583,3834,11,3669,1080870,23187873
2390,1590000,131653,4635,11,3370,427286,7352393
1899,1470000,345679,6118,11,6013,835034,11825030
4338,2080000,597187,9067,76,8274,1353607,9100389
5022,2250000,118399,4421,81,3966,910746,21890813
2554,1630000,88976,4301,11,3645,1009482,20434407
10026,3500000,686703,3558,71,3047,1227890,5733035
11057,3760000,227878,6825,101,6302,1197443,15172522
6862,2710000,219960,3970,56,3685,1123376,19729024
10536,3630000,577528,5587,129,5716,1425555,7021895
5292,2320000,196914,3957,81,3818,997050,19063114
7570,2890000,247662,4189,97,4636,387128,41880674
8746,3180000,198262,4490,77,4322,1164648,19011225
7347,2830000,150746,4390,56,4147,1143118,20719921
9175,3290000,267368,3293,131,2797,909238,18517922
11018,3750000,245309,3553,101,2958,371463,22040892
902,1220000,58920,5574,11,7141,1027838,5173950
1281,1320000,62877,4111,11,4763,224982,44632250
6010,2500000,138435,4308,56,4428,1032548,19506111
1180,1290000,287931,5472,11,4567,1279030,14489955
2298,1570000,221512,6516,11,4973,1405982,13231283
7662,2910000,158012,4289,85,3818,1166876,19830750
7691,2920000,200532,3383,85,2886,908574,17428837
1214,1300000,204908,5277,11,5142,1218460,11808642
2122,1530000,99684,3217,11,3459,199308,53221631
4386,2090000,283887,4419,76,3740,681324,5715084
5933,2480000,148700,5334,56,5515,1295902,16396004
4996,2240000,643878,8733,81,9210,1964964,11409716
6500,2620000,215073,3141,56,2472,892868,20338040
7869,2960000,163165,5185,77,5069,899478,16175930
10676,3660000,284987,10015,101,12648,1493904,10819863
5353,2330000,142714,3493,81,2430,935398,17498497
2667,1660000,95807,4471,11,4456,1194808,20673137
10952,3730000,297017,3484,101,2904,943634,17766927
3327,1830000,416554,7269,70,7619,1521970,10638497
2152,1530000,331283,7200,11,7473,1757424,11765980
5768,2440000,117396,6350,81,5929,1267540,23108321
8587,3140000,234648,5064,77,5858,1078759,2694884
3432,1850000,128288,5403,70,5758,1123072,9811470
4165,2040000,105342,5444,70,4639,1058210,19763671
10851,3710000,531894,5389,101,4767,1322570,13526403
1519,1370000,104143,5034,11,4414,1199688,17019392
4255,2060000,145826,4067,70,3484,1079568,19983375
668,1160000,75223,2954,11,3176,376622,22740534
790,1190000,85823,5676,11,7940,625224,12772424
2525,1630000,83476,4582,11,3641,966726,17839156
924,1230000,58877,3228,11,2487,849294,20647832
5999,2490000,121160,4180,56,3927,1105434,23099939
3845,1960000,406014,14277,70,15627,558097,1232222
571,1140000,81364,3776,11,3646,927604,20064232
10837,3700000,324633,3729,101,3215,987881,19374468
2588,1640000,85937,4318,11,4424,1091492,16513595
11978,3990000,254797,6214,78,5567,1211123,19122125
851,1210000,143093,4287,11,3645,1021886,16827273
7882,2970000,243297,3302,77,3471,370880,15364397
360,1090000,52599,3301,11,3478,469994,26778123
1246,1310000,62361,4468,11,4498,1204948,21335744
10745,3680000,222992,3689,101,3365,1026773,20692409
8871,3210000,527189,9734,77,9876,1723478,10375354
6513,2620000,325023,4208,56,3243,1238826,19154775
10272,3560000,223983,4976,129,4588,1436552,18812842
3782,1940000,385521,7913,70,8214,1579196,10683815
9205,3300000,177618,2890,131,2825,885246,19865424
6104,2520000,121078,2743,56,2357,662800,29169018
5466,2360000,239453,5203,81,4320,1233678,12512178
6118,2520000,267815,7277,56,10056,732184,26272634
9177,3290000,501269,10333,131,14190,1549061,505323
10953,3730000,393618,4812,101,3405,978354,16153659
134,1030000,16824,602,65,317,263998,80856879
798,1190000,59035,3479,11,2845,862148,24537029
1475,1360000,65424,3834,11,3522,1069894,21458252
5750,2430000,180935,5475,81,5263,1262928,15474811
5880,2470000,168919,6067,56,7549,1167307,3040789
702,1170000,74712,3925,11,2472,999966,21586998
9574,3390000,317402,5098,71,4284,1330142,14585167
3482,1870000,144518,3845,70,3757,764835,14548010
4931,2230000,187504,10607,76,11576,921458,13040916
11590,3890000,227050,6128,78,5412,1363885,17445845
11655,3910000,320630,7617,78,6771,1215824,18535311
11737,3930000,437416,6421,78,6306,1426813,14804937
4545,2130000,110619,3712,76,3331,1176189,22238047
4668,2160000,115801,5422,76,5897,791680,24617789
6991,2740000,153018,5639,56,5484,1382624,19360519
9201,3300000,646581,7799,131,8396,1450806,10013762
11035,3750000,487028,10229,101,13568,1301256,1502053
3000,1750000,180365,12495,70,11652,1884340,11549055
11639,3900000,399843,4684,78,4088,1203241,21093616
11915,3970000,219047,5882,78,6517,240857,37913908
3068,1760000,143688,6141,70,7724,1369860,10463239
10180,3540000,202179,5865,145,5567,1215565,19027457
12029,4000000,243999,6260,104,7041,815304,17309186
9930,3480000,264685,5201,71,6122,1044485,2321395
6901,2720000,279285,4728,56,3437,1314502,16313169
2710,1670000,89531,4518,99,4788,1114244,19915463
12011,4000000,257304,3444,78,3501,934054,23828081
6905,2720000,165697,3561,56,2681,987448,18621970
9653,3410000,182025,4199,71,4314,941860,18990710
10448,3610000,215422,4867,129,5163,426397,16696341
2305,1570000,117651,3080,11,3009,878364,19514516
2658,1660000,201339,7552,11,6601,1475960,12940674
9784,3440000,315972,13852,71,14887,881073,10593731
6966,2740000,303176,5030,56,4445,1216606,12875648
324,1080000,132345,12128,11,12223,679194,10210793
6824,2700000,195959,3663,56,2734,904226,20732735
10400,3600000,239276,3594,129,3964,505325,23575422
5902,2470000,285729,6004,56,6254,1159736,13162311
2302,1570000,103243,3554,11,2338,1029244,22106422
5709,2420000,207193,4592,81,4013,1225372,19404148
8048,3010000,635938,7121,77,6710,1712084,13262683
8248,3060000,169249,4000,77,3409,974478,20513860
10552,3630000,331196,6982,129,7332,1522298,10633638
7358,2830000,326942,5510,56,5937,324536,24565671
5848,2460000,201761,3716,81,3331,1065602,23883451
10114,3520000,668715,10514,71,9476,1934675,10089989
6012,2500000,152129,3907,56,3757,1018826,22205759
10485,3620000,237223,3879,129,4249,454849,24631991
1116,1270000,155669,5181,11,5956,541322,12013740
5179,2290000,121047,3920,81,4157,902966,20734420
2215,1550000,197318,19392,11,25183,1875363,675881
4687,2170000,406673,18880,76,23149,357576,13123865
407,1100000,52044,3635,11,4419,196608,298558206
513,1120000,66360,5327,11,6068,1136810,21147564
5672,2410000,158216,3845,81,3431,1080554,19796941
6159,2530000,211741,4870,56,5037,630012,24976447
6651,2660000,131643,3723,56,3122,1072538,18346425
2985,1740000,194294,12096,70,11203,1660812,9901169
2421,1600000,105531,5623,11,5394,1204004,11508437
2033,1500000,157441,9940,11,12345,1269394,15844780
4846,2210000,182336,3195,76,2871,1003284,21785784
6748,2680000,135934,3156,56,2486,863170,19511826
8184,3040000,257985,4062,77,3810,1048678,20117764
10459,3610000,689338,5162,129,5632,414491,8519944
11480,3870000,246617,3887,78,3408,1129186,20843222
11077,3760000,452368,8415,101,6838,1626329,9338071
947,1230000,96442,3424,11,2466,764430,19493887
3257,1810000,405772,7674,70,7835,1582902,7647973
3341,1830000,251410,13434,70,20900,1418756,12359020
4728,2180000,154534,3412,76,3492,835308,17662730
5503,2370000,152141,3662,81,2687,984044,22658057
1537,1380000,107658,5300,11,5050,1017680,16730663
7140,2780000,193957,5914,56,5537,1479167,17315215
8086,3020000,183770,9210,77,9403,1642832,12026729
7859,2960000,256733,6461,77,4552,660510,15915599
6732,2680000,268331,5141,56,4445,1404590,12955054
7602,2900000,179488,6604,97,9728,199308,42343230
737,1180000,89244,3058,11,2543,1008799,23884198
2503,1620000,115526,13075,11,20509,921058,21546905
3431,1850000,165304,3133,70,3316,441742,22033346
6897,2720000,181516,3949,56,3888,1040226,20321475
10122,3530000,213455,3998,71,4252,424875,20807893
6272,2560000,122313,3000,56,2704,855458,28140842
11637,3900000,251430,4660,78,4220,1198819,16863759
6957,2730000,297657,5390,56,5359,1398808,16271737
229,1050000,104203,5786,11,6605,870146,12669363
7192,2790000,183169,3955,56,3731,1034620,17807690
6160,2540000,227208,7425,56,11281,277250,33065942
5123,2280000,142633,3337,81,2755,1035840,19380275
2791,1690000,133552,5711,99,5074,900120,16438287
3685,1920000,151644,3107,70,3116,917184,24674170
4013,2000000,418550,10820,70,10307,1688164,11951540
8269,3060000,597288,5450,77,4520,1319694,15934480
2403,1600000,86900,3737,11,3416,1035812,21543377
31,1000000,20813,2126,211,1238,435562,31766997
6572,2640000,131263,5631,56,6282,984824,25687903
3434,1850000,420766,6237,70,6527,991100,19426971
10542,3630000,359070,3699,129,3938,834866,17822310
11488,3870000,373711,3982,78,3724,1024895,18236562
6080,2520000,120154,5289,56,6415,664262,16612331
3832,1950000,424819,6951,70,6612,1386908,9583893
10794,3690000,252399,3377,101,3378,987386,28061284
10941,3730000,623709,6725,101,7185,1251359,12712008
3872,1960000,212745,5020,70,4723,1139946,15832331
972,1240000,79141,3783,11,3640,946769,1281113
4565,2140000,113170,3810,76,3297,707324,20784250
10195,3540000,232996,4345,129,4262,989861,18547313
3054,1760000,126094,6288,70,6264,1204426,17183971
1031,1250000,60334,3091,11,2254,955586,21168283
7558,2880000,155978,6005,97,7198,918234,20499633
241,1060000,50966,4080,11,4159,695794,21986194
4407,2100000,113073,6408,76,5902,1233402,19303240
10756,3680000,754498,4638,101,4606,1205327,18146054
7067,2760000,196078,4719,56,4065,1182988,15981067
6062,2510000,123836,3337,56,3762,478600,26595633
1925,1480000,78032,3171,11,2674,869606,21315536
11722,3930000,260830,4150,78,4803,233003,16188733
3468,1860000,100066,3543,70,3644,519694,23539552
524,1130000,78600,3734,11,4208,572894,17813908
1691,1420000,72848,3527,11,3252,829584,19864850
2706,1670000,108929,7594,99,7416,1426368,15498367
11616,3900000,242694,5693,78,5526,1157143,16253550
5660,2410000,223638,19717,81,21478,1855274,11216301
2585,1640000,87947,4386,11,3015,935052,21216015
6157,2530000,148277,2632,56,3538,539496,26120031
10242,3560000,660637,9849,129,10207,720250,14013892
2496,1620000,121056,3628,11,3145,1021032,21345663
10366,3590000,197684,7631,129,8425,1262693,18930007
8869,3210000,238004,6197,77,6029,1386602,17041908
4897,2220000,154113,14352,76,20771,705722,14800424
6997,2740000,167451,5710,56,4942,989440,18958441
1364,1340000,64339,3995,11,3545,991816,21946659
8430,3100000,212225,4364,77,4439,1110436,19119845
12019,4000000,308080,3373,78,3137,875133,20762201
4149,2030000,605761,8928,70,7907,2108908,6569444
2817,1700000,92158,3785,70,3622,960766,20325083
2952,1730000,131257,5275,70,4637,1132809,16815411
4735,2180000,510104,10547,76,10778,2270768,13293040
4248,2060000,531404,9674,70,10182,1048102,10193206
6750,2680000,186759,5251,56,5068,1382972,14424667
9627,3400000,637893,5358,71,4860,1434858,13932116
9523,3380000,405605,15817,71,22314,1825678,13113215
3741,1930000,461800,13232,70,14306,1355238,1359483
10870,3710000,205856,4193,101,4300,897622,19241187
5763,2440000,442656,12736,81,9572,2399672,11372129
5182,2290000,120155,3573,81,3081,959496,20350647
8230,3050000,161533,5404,77,5570,968214,22079117
11673,3910000,658112,10121,78,11406,1703370,10743284
5771,2440000,263726,5158,81,4991,1229548,13368341
1995,1490000,153512,2884,11,3081,435284,23040972
1702,1420000,227996,4658,11,5555,534428,26721385
1368,1340000,90689,4490,11,4107,1255932,17456809
5835,2450000,118330,3751,81,3492,962050,23659094
3504,1870000,392820,14701,70,12307,968834,5264081
7097,2770000,374549,4890,56,4412,1402648,15971318
7137,2780000,181774,3930,56,3493,1085104,19673749
7821,2950000,157898,4318,77,5211,199308,12106069
10688,3670000,1022860,5358,101,5677,1370486,15255866
4546,2130000,197340,3733,76,4175,324362,37568184
4454,2110000,150155,5492,76,5273,1361986,14120580
2843,1710000,156363,3976,70,3734,1045688,20405460
8132,3030000,166568,3184,77,2538,909272,15813795
5234,2300000,125508,4165,81,3423,1072610,17190971
8571,3140000,232944,6900,77,8234,1225230,15382989
9316,3320000,239465,4946,71,5495,990373,974571
6610,2650000,234571,9061,56,13448,1014297,1299459
3050,1760000,130532,3555,70,4268,196608,9606397
3411,1850000,100746,5191,70,5546,935982,17550058
4617,2150000,446091,9766,76,9392,1920934,12109688
6968,2740000,332946,5326,56,4759,1267500,13383331
8794,3190000,202436,6124,77,5839,1307326,15349392
5739,2430000,164699,4830,81,4853,1174582,16583313
2140,1530000,81025,3465,11,3011,961748,22273046
10980,3740000,472109,5009,101,4160,1216742,15368311
9812,3450000,360293,6187,71,6529,1409136,14261917
10918,3720000,302535,3768,101,3150,1041671,15108565
11416,3850000,764241,6136,78,5981,1364506,9875844
11534,3880000,355501,4055,78,3733,1066409,18911047
7069,2760000,178210,5241,56,4591,894884,17397583
433,1100000,53951,4261,11,4905,687498,18456366
11583,3890000,226999,9571,78,8433,1399156,13119218
11752,3930000,559957,10755,78,10307,1944848,11229589
1356,1330000,67946,9807,11,7728,1320904,8358379
9399,3340000,180437,3554,71,2751,1004808,19843586
9777,3440000,219775,11166,71,10331,1749987,14045512
11448,3860000,294340,4250,78,3592,1038836,20985101
6863,2710000,191989,4598,56,3135,504588,15281649
9997,3490000,515056,7133,71,7061,1606206,11333924
11657,3910000,254271,4295,78,4271,1112386,18386247
3910,1970000,182511,14016,70,15601,669730,14024614
2832,1700000,90883,3915,70,3584,1069844,18928031
1381,1340000,97165,3523,11,3417,779800,19455537
8765,3190000,266513,4144,77,3995,1165396,21275155
1628,1400000,101806,5566,11,5919,1317832,16019067
5317,2320000,319818,15430,81,11643,2953243,4831722
10307,3570000,210420,12614,129,13236,1642327,11904195
2133,1530000,115737,13080,11,21721,199308,30420615
2895,1720000,122298,5921,70,5678,1612006,12441101
973,1240000,77251,4301,11,3074,1218572,17704922
712,1170000,73160,2980,11,3189,322124,11225084
2195,1540000,151346,3779,11,2851,1044358,20977733
3172,1790000,196238,8066,70,8871,786576,16681622
9120,3280000,186847,4135,131,3806,1001770,10302164
1742,1430000,112310,14157,11,17273,1688750,2085511
4642,2160000,155275,11015,76,9910,1317324,11934777
11366,3840000,213702,5698,78,5494,1044150,20302252
6351,2580000,124895,3816,56,3526,403070,16677774
4599,2140000,155267,3313,76,3516,378470,17117460
9090,3270000,236292,4877,131,4984,346366,17133677
9934,3480000,220538,3962,71,3531,987381,18097072
5166,2290000,129796,6550,81,6975,1066166,15891551
5733,2430000,182238,7200,81,7762,724311,26954124
11433,3850000,241866,4610,78,4063,1103096,20030597
11543,3880000,679079,16181,78,11119,2279155,6479078
7112,2770000,219212,3699,56,3166,1134758,21556125
2179,1540000,111901,5076,11,4825,1344224,17172948
5745,2430000,139821,4909,81,4420,1349658,16339756
5130,2280000,584155,6442,81,5381,1833928,9762466
10854,3710000,226504,4141,101,3577,1031194,20375881
7212,2800000,213141,3985,56,3700,1045438,18614978
3666,1910000,114765,4054,70,3502,1111418,22058186
4880,2220000,169505,3634,76,3834,831792,20215570
11802,3950000,648520,6244,78,6714,604192,19043267
2184,1540000,164750,10439,11,5838,2235081,9612000
2534,1630000,201179,13106,11,14515,1918096,5720703
8412,3100000,201269,3989,77,3333,976038,21989598
5434,2350000,235935,5785,81,5015,1534178,9461192
308,1070000,85753,7635,11,8908,404804,25636120
3397,1840000,201529,6080,70,6404,787164,20410412
6933,2730000,163839,3640,56,2745,949560,20921094
3636,1900000,339845,14642,70,12660,840228,3458284
3959,1980000,173998,5396,70,4833,750802,16719335
9364,3340000,588737,5342,71,5800,199308,30008291
4830,2200000,135140,4060,76,3367,972152,19412655
11311,3820000,227875,4813,78,3983,1039951,21178938
11116,3770000,337503,5615,101,4917,1026710,13938646
10159,3530000,229448,4191,145,4005,1082255,20212062
9906,3470000,255604,4549,71,4642,1200621,20361820
11398,3840000,434295,13857,78,18336,1918970,1138123
4423,2100000,314425,21027,76,16615,1934814,6645582
9440,3360000,301097,16330,71,21034,1658540,10511397
1648,1410000,172220,5807,11,5835,1365358,15071825
2795,1690000,323277,9866,70,7892,1522896,14323653
10680,3670000,286360,4943,101,5007,1142705,15881670
528,1130000,430976,7843,11,8552,438172,7146463
7826,2950000,169954,6378,77,8250,199308,35101930
9552,3380000,391155,5451,71,5090,1227804,16803092
6794,2690000,175290,3277,56,2359,905486,18497847
